id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
MCQ-083,mcq,Safety_HRW,AsbestosAwareness,medium,"Before commencing demolition or renovation of a building constructed before 2004, what must be done regarding asbestos?",Assume no asbestos is present,Conduct an asbestos survey and implement management plan if asbestos is identified,Only test if asbestos is visible,Asbestos regulations only apply to buildings pre-1980,1,1,"Buildings constructed before 2004 may contain asbestos. An asbestos survey must be conducted, and if present, appropriate management and removal procedures must be followed.",
MCQ-084,mcq,Regs_ProtectionWork,Hoarding,medium,When is hoarding or fencing required around a construction site under Building Regulations 2018?,For all commercial construction,When determined necessary by the RBS for public protection,Only for sites exceeding $1 million value,Hoarding is optional,1,1,"The RBS determines when hoarding is required as protection work for public safety, considering the site location, work type, and risks.",
MCQ-085,mcq,NCC_Fire,SmokeExhaustSystems,hard,In which circumstances does NCC Volume One require smoke exhaust or smoke control systems?,All multi-storey buildings,"Based on building classification, fire-isolated exit requirements, and specific features like atriums",Only in buildings exceeding 25 metres,Smoke exhaust is always optional,1,1,"NCC requires smoke exhaust/control systems based on various triggers including building classification, provision of fire-isolated exits, atriums, and specific building features.",
MCQ-086,mcq,Act_Enforcement,VCATReview,medium,"If an applicant is dissatisfied with a decision by the VBA to refuse registration, what is their review option?",Appeal to the Supreme Court,Apply to VCAT for review of the decision,Request reconsideration by VBA only,No review rights exist,1,1,Decisions by the VBA regarding registration can be reviewed by the Victorian Civil and Administrative Tribunal (VCAT).,
MCQ-087,mcq,Regs_Permits,ReportAndConsent,hard,"For a building permit application for work in a flood-prone area, what additional documentation may be required?",Standard documentation only,Report and consent from the relevant floodplain management authority,Insurance documentation only,No additional documentation for flood areas,1,1,"Building Regulations require report and consent from relevant referral authorities for work in flood-prone areas, heritage overlays, or other constrained sites.",
MCQ-088,mcq,NCC_Health,Glazing,medium,"According to NCC Volume One, where must safety glass be used in commercial buildings?",In all windows,"In locations where human impact is likely, as specified in AS 1288",Only in ground floor windows,Safety glass is optional,1,1,"NCC Section F requires safety glazing in locations where human impact is likely, with specific requirements detailed in AS 1288 based on location and risk.",
MCQ-089,mcq,Structure_Steel,BoltTightening,medium,"For structural steel connections using high-strength bolts, what installation method ensures proper bolt tension?",Hand tightening only,Turn-of-nut method or calibrated torque wrench,Impact driver set to maximum,Bolt tension is not critical,1,1,"High-strength structural bolts require proper tensioning using approved methods such as turn-of-nut, calibrated torque wrench, or direct tension indicators.",
MCQ-090,mcq,Business_FitProper,CPDRequirements,easy,Are registered building practitioners in Victoria required to undertake continuing professional development (CPD)?,No CPD is required,"Yes, annual CPD is a condition of registration",Only for building surveyors,CPD is recommended but not mandatory,1,1,Registered building practitioners must complete mandatory CPD annually as a condition of maintaining registration with the VBA.,
MCQ-091,mcq,Safety_HRW,ElectricalSafety,medium,"On a construction site, what electrical safety measures are required for temporary power installations?",Standard domestic-type installation,"RCD protection, testing and tagging, and electrical work by licensed electricians",Extension cords are sufficient,No specific requirements for temporary installations,1,1,"Construction sites require RCD protection on all power circuits, regular testing and tagging of equipment, and all electrical work must be performed by licensed electricians.",
MCQ-092,mcq,NCC_Egress,Handrails,medium,"According to NCC Volume One, stairways in commercial buildings serving as required exits must have handrails on:",One side only,Both sides if the stairway width exceeds 1000mm,Both sides regardless of width for required exits,Handrails are optional,2,1,"NCC requires handrails on both sides of stairways serving as required exits in commercial buildings, regardless of stairway width.",
MCQ-093,mcq,Regs_ESM,AS1851Compliance,medium,AS 1851 specifies maintenance requirements for essential safety measures. How often must fire sprinkler systems be tested under this standard?,Monthly,Every 6 months,"Annually, with some components requiring more frequent inspection",Every 5 years,2,1,"AS 1851 requires annual testing of sprinkler systems, though some components (such as alarms and water supplies) require more frequent checks - typically 6-monthly.",
MCQ-094,mcq,Act_Permits,MunicipalVsPrivateRBS,medium,What is the key difference between a municipal building surveyor and a private building surveyor in Victoria?,Municipal surveyors have higher qualifications,Municipal surveyors are council employees; private surveyors are engaged by the permit applicant,Private surveyors can only assess domestic work,There is no functional difference,1,1,Municipal building surveyors are employed by councils and perform statutory functions for the council. Private building surveyors are engaged by applicants and act as the relevant building surveyor for specific permits.,
MCQ-095,mcq,Structure_Slabs,WaterproofMembranes,medium,"In a commercial building podium deck over occupied space, when must a waterproof membrane be installed?",Membranes are optional,When required to prevent water penetration to spaces below,Only in wet areas,"Only for roofs, not podium decks",1,1,"NCC requires waterproof membranes on all surfaces where water penetration could cause damage or health issues, including podium decks over occupied spaces.",
MCQ-096,mcq,NCC_Services,LiftRequirements,medium,"For a four-storey Class 5 office building, under what circumstances does NCC Volume One require passenger lift access?",Lifts are always required in buildings exceeding two storeys,When required for accessible paths of travel under disability access provisions,Lifts are optional in all Class 5 buildings,Only when the building exceeds 25 metres in height,1,1,"NCC Part D4 requires accessible paths of travel to all occupied levels, which typically necessitates lift access in multi-storey commercial buildings.",
